"","subject","activity","domain","dimension","component","instrument","jerk","magnitude","statistic","count","mean_value"
"11242","29","standing","frequency",NA,"NA","gyroscope","jerk","magnitude","std",65,-0.991516778307692
"11243","29","standing","frequency",NA,"body","accelerometer","NA","magnitude","mean",65,-0.984548094769231
"11244","29","standing","frequency",NA,"body","accelerometer","NA","magnitude","std",65,-0.982247716
"11245","29","standing","frequency",NA,"body","accelerometer","jerk","magnitude","mean",65,-0.989793892615385
"11246","29","standing","frequency",NA,"body","accelerometer","jerk","magnitude","std",65,-0.990327934615385
"11247","29","standing","time","X","NA","gyroscope","NA","NA","mean",65,-0.0276075573307692
"11248","29","standing","time","X","NA","gyroscope","NA","NA","std",65,-0.977994819846154
"11249","29","standing","time","X","NA","gyroscope","jerk","NA","mean",65,-0.0988701505538462
"11250","29","standing","time","X","NA","gyroscope","jerk","NA","std",65,-0.983293061692308
"11251","29","standing","time","X","body","accelerometer","NA","NA","mean",65,0.277965065846154
"11252","29","standing","time","X","body","accelerometer","NA","NA","std",65,-0.996068635384615
"11253","29","standing","time","X","body","accelerometer","jerk","NA","mean",65,0.0753052530307692
"11254","29","standing","time","X","body","accelerometer","jerk","NA","std",65,-0.993652820615385
"11255","29","standing","time","X","gravity","accelerometer","NA","NA","mean",65,0.974508732
"11256","29","standing","time","X","gravity","accelerometer","NA","NA","std",65,-0.996764227384615
"11257","29","standing","time","Y","NA","gyroscope","NA","NA","mean",65,-0.0721060679123077
"11258","29","standing","time","Y","NA","gyroscope","NA","NA","std",65,-0.990364876307692
"11259","29","standing","time","Y","NA","gyroscope","jerk","NA","mean",65,-0.0405110578461538
"11260","29","standing","time","Y","NA","gyroscope","jerk","NA","std",65,-0.995533113076923
"11261","29","standing","time","Y","body","accelerometer","NA","NA","mean",65,-0.0172605869061538
"11262","29","standing","time","Y","body","accelerometer","NA","NA","std",65,-0.969295721076923
"11263","29","standing","time","Y","body","accelerometer","jerk","NA","mean",65,0.0115104978664615
"11264","29","standing","time","Y","body","accelerometer","jerk","NA","std",65,-0.983338157846154
"11265","29","standing","time","Y","gravity","accelerometer","NA","NA","mean",65,-0.05848715356
"11266","29","standing","time","Y","gravity","accelerometer","NA","NA","std",65,-0.985134032307692
"11267","29","standing","time","Z","NA","gyroscope","NA","NA","mean",65,0.0827583768461538
"11268","29","standing","time","Z","NA","gyroscope","NA","NA","std",65,-0.983368643230769
"11269","29","standing","time","Z","NA","gyroscope","jerk","NA","mean",65,-0.0544926306307692
"11270","29","standing","time","Z","NA","gyroscope","jerk","NA","std",65,-0.990685705384615
"11271","29","standing","time","Z","body","accelerometer","NA","NA","mean",65,-0.108659067476923
"11272","29","standing","time","Z","body","accelerometer","NA","NA","std",65,-0.980207488923077
"11273","29","standing","time","Z","body","accelerometer","jerk","NA","mean",65,0.000332894985246154
"11274","29","standing","time","Z","body","accelerometer","jerk","NA","std",65,-0.990593859692308
"11275","29","standing","time","Z","gravity","accelerometer","NA","NA","mean",65,0.0316145849747692
"11276","29","standing","time","Z","gravity","accelerometer","NA","NA","std",65,-0.984464543538462
"11277","29","standing","time",NA,"NA","gyroscope","NA","magnitude","mean",65,-0.980657340461539
"11278","29","standing","time",NA,"NA","gyroscope","NA","magnitude","std",65,-0.975358665384615
"11279","29","standing","time",NA,"NA","gyroscope","jerk","magnitude","mean",65,-0.992144698923077
"11280","29","standing","time",NA,"NA","gyroscope","jerk","magnitude","std",65,-0.991453632153846
"11281","29","standing","time",NA,"body","accelerometer","NA","magnitude","mean",65,-0.984745318923077
"11282","29","standing","time",NA,"body","accelerometer","NA","magnitude","std",65,-0.981745712923077
"11283","29","standing","time",NA,"body","accelerometer","jerk","magnitude","mean",65,-0.990785419538462
"11284","29","standing","time",NA,"body","accelerometer","jerk","magnitude","std",65,-0.990495689538462
"11285","29","standing","time",NA,"gravity","accelerometer","NA","magnitude","mean",65,-0.984745318923077
"11286","29","standing","time",NA,"gravity","accelerometer","NA","magnitude","std",65,-0.981745712923077
"11287","29","walking","frequency","X","NA","gyroscope","NA","NA","mean",53,-0.431490048490566
"11288","29","walking","frequency","X","NA","gyroscope","NA","NA","std",53,-0.654313559056604
"11289","29","walking","frequency","X","body","accelerometer","NA","NA","mean",53,-0.135819505761321
"11290","29","walking","frequency","X","body","accelerometer","NA","NA","std",53,-0.190355976849057
"11291","29","walking","frequency","X","body","accelerometer","jerk","NA","mean",53,-0.210469887150943
"11292","29","walking","frequency","X","body","accelerometer","jerk","NA","std",53,-0.307336669773585
"11293","29","walking","frequency","Y","NA","gyroscope","NA","NA","mean",53,-0.362232316226415
"11294","29","walking","frequency","Y","NA","gyroscope","NA","NA","std",53,-0.0941359695075472
"11295","29","walking","frequency","Y","body","accelerometer","NA","NA","mean",53,-0.0349642325433962
"11296","29","walking","frequency","Y","body","accelerometer","NA","NA","std",53,-0.182068539584906
"11297","29","walking","frequency","Y","body","accelerometer","jerk","NA","mean",53,-0.0880213408433962
"11298","29","walking","frequency","Y","body","accelerometer","jerk","NA","std",53,-0.155020660771698
"11299","29","walking","frequency","Z","NA","gyroscope","NA","NA","mean",53,-0.397277495471698
"11300","29","walking","frequency","Z","NA","gyroscope","NA","NA","std",53,-0.494117483018868
"11301","29","walking","frequency","Z","body","accelerometer","NA","NA","mean",53,-0.279734839433962
"11302","29","walking","frequency","Z","body","accelerometer","NA","NA","std",53,-0.283348100981132
"11303","29","walking","frequency","Z","body","accelerometer","jerk","NA","mean",53,-0.394877826981132
"11304","29","walking","frequency","Z","body","accelerometer","jerk","NA","std",53,-0.529034897169811
"11305","29","walking","frequency",NA,"NA","gyroscope","NA","magnitude","mean",53,-0.416817853396226
"11306","29","walking","frequency",NA,"NA","gyroscope","NA","magnitude","std",53,-0.429156830566038
"11307","29","walking","frequency",NA,"NA","gyroscope","jerk","magnitude","mean",53,-0.628501115849057
"11308","29","walking","frequency",NA,"NA","gyroscope","jerk","magnitude","std",53,-0.618667722641509
"11309","29","walking","frequency",NA,"body","accelerometer","NA","magnitude","mean",53,-0.235683305566038
"11310","29","walking","frequency",NA,"body","accelerometer","NA","magnitude","std",53,-0.393257505471698
"11311","29","walking","frequency",NA,"body","accelerometer","jerk","magnitude","mean",53,-0.108978206490566
"11312","29","walking","frequency",NA,"body","accelerometer","jerk","magnitude","std",53,-0.169506499226415
"11313","29","walking","time","X","NA","gyroscope","NA","NA","mean",53,-0.00795668167188679
"11314","29","walking","time","X","NA","gyroscope","NA","NA","std",53,-0.598868670943396
"11315","29","walking","time","X","NA","gyroscope","jerk","NA","mean",53,-0.10688830318283
"11316","29","walking","time","X","NA","gyroscope","jerk","NA","std",53,-0.395909621509434
"11317","29","walking","time","X","body","accelerometer","NA","NA","mean",53,0.271999916792453
"11318","29","walking","time","X","body","accelerometer","NA","NA","std",53,-0.174337940226415
"11319","29","walking","time","X","body","accelerometer","jerk","NA","mean",53,0.0853743348528302
"11320","29","walking","time","X","body","accelerometer","jerk","NA","std",53,-0.22143354279434
"11321","29","walking","time","X","gravity","accelerometer","NA","NA","mean",53,0.96237438509434
"11322","29","walking","time","X","gravity","accelerometer","NA","NA","std",53,-0.978253538867925
"11323","29","walking","time","Y","NA","gyroscope","NA","NA","mean",53,-0.081960153154717
"11324","29","walking","time","Y","NA","gyroscope","NA","NA","std",53,-0.181802636566038
"11325","29","walking","time","Y","NA","gyroscope","jerk","NA","mean",53,-0.0479898124113208
"11326","29","walking","time","Y","NA","gyroscope","jerk","NA","std",53,-0.587944298490566
"11327","29","walking","time","Y","body","accelerometer","NA","NA","mean",53,-0.0162915600588679
"11328","29","walking","time","Y","body","accelerometer","NA","NA","std",53,-0.0917540612869811
"11329","29","walking","time","Y","body","accelerometer","jerk","NA","mean",53,0.0223870454150943
"11330","29","walking","time","Y","body","accelerometer","jerk","NA","std",53,-0.087174644469434
"11331","29","walking","time","Y","gravity","accelerometer","NA","NA","mean",53,-0.127318078679245
"11332","29","walking","time","Y","gravity","accelerometer","NA","NA","std",53,-0.975272848113208
"11333","29","walking","time","Z","NA","gyroscope","NA","NA","mean",53,0.0856852236188679
"11334","29","walking","time","Z","NA","gyroscope","NA","NA","std",53,-0.430232441132075
"11335","29","walking","time","Z","NA","gyroscope","jerk","NA","mean",53,-0.0392368986679245
"11336","29","walking","time","Z","NA","gyroscope","jerk","NA","std",53,-0.504130088679245
"11337","29","walking","time","Z","body","accelerometer","NA","NA","mean",53,-0.106632427301887
"11338","29","walking","time","Z","body","accelerometer","NA","NA","std",53,-0.242828038264151
"11339","29","walking","time","Z","body","accelerometer","jerk","NA","mean",53,0.00941547304716981
"11340","29","walking","time","Z","body","accelerometer","jerk","NA","std",53,-0.461758009811321
"11341","29","walking","time","Z","gravity","accelerometer","NA","NA","mean",53,0.0955792142264151
"11342","29","walking","time","Z","gravity","accelerometer","NA","NA","std",53,-0.945981437169811
"11343","29","walking","time",NA,"NA","gyroscope","NA","magnitude","mean",53,-0.28057326754717
"11344","29","walking","time",NA,"NA","gyroscope","NA","magnitude","std",53,-0.358814096603774
"11345","29","walking","time",NA,"NA","gyroscope","jerk","magnitude","mean",53,-0.506242118113208
"11346","29","walking","time",NA,"NA","gyroscope","jerk","magnitude","std",53,-0.612222937169811
"11347","29","walking","time",NA,"body","accelerometer","NA","magnitude","mean",53,-0.0955213393716981
"11348","29","walking","time",NA,"body","accelerometer","NA","magnitude","std",53,-0.262695063584906
"11349","29","walking","time",NA,"body","accelerometer","jerk","magnitude","mean",53,-0.240231677415094
"11350","29","walking","time",NA,"body","accelerometer","jerk","magnitude","std",53,-0.133036273622642
"11351","29","walking","time",NA,"gravity","accelerometer","NA","magnitude","mean",53,-0.0955213393716981
"11352","29","walking","time",NA,"gravity","accelerometer","NA","magnitude","std",53,-0.262695063584906
"11353","29","walking_downstairs","frequency","X","NA","gyroscope","NA","NA","mean",48,-0.18941800145
"11354","29","walking_downstairs","frequency","X","NA","gyroscope","NA","NA","std",48,-0.319123137947917
"11355","29","walking_downstairs","frequency","X","body","accelerometer","NA","NA","mean",48,0.110663200244167
"11356","29","walking_downstairs","frequency","X","body","accelerometer","NA","NA","std",48,0.187438624270833
"11357","29","walking_downstairs","frequency","X","body","accelerometer","jerk","NA","mean",48,-0.0382458213333333
"11358","29","walking_downstairs","frequency","X","body","accelerometer","jerk","NA","std",48,-0.0986379156229167
"11359","29","walking_downstairs","frequency","Y","NA","gyroscope","NA","NA","mean",48,-0.463125032083333
"11360","29","walking_downstairs","frequency","Y","NA","gyroscope","NA","NA","std",48,-0.354872689583333
"11361","29","walking_downstairs","frequency","Y","body","accelerometer","NA","NA","mean",48,-0.02122937175
"11362","29","walking_downstairs","frequency","Y","body","accelerometer","NA","NA","std",48,-0.239349053641667
"11363","29","walking_downstairs","frequency","Y","body","accelerometer","jerk","NA","mean",48,-0.0977850659541667
"11364","29","walking_downstairs","frequency","Y","body","accelerometer","jerk","NA","std",48,-0.120381521220833
"11365","29","walking_downstairs","frequency","Z","NA","gyroscope","NA","NA","mean",48,-0.199225894479167
"11366","29","walking_downstairs","frequency","Z","NA","gyroscope","NA","NA","std",48,-0.416165845833333
"11367","29","walking_downstairs","frequency","Z","body","accelerometer","NA","NA","mean",48,-0.266692150208333
"11368","29","walking_downstairs","frequency","Z","body","accelerometer","NA","NA","std",48,-0.262073242045833
"11369","29","walking_downstairs","frequency","Z","body","accelerometer","jerk","NA","mean",48,-0.411173451875
"11370","29","walking_downstairs","frequency","Z","body","accelerometer","jerk","NA","std",48,-0.547320886875
"11371","29","walking_downstairs","frequency",NA,"NA","gyroscope","NA","magnitude","mean",48,-0.381459881875
"11372","29","walking_downstairs","frequency",NA,"NA","gyroscope","NA","magnitude","std",48,-0.323024575098542
"11373","29","walking_downstairs","frequency",NA,"NA","gyroscope","jerk","magnitude","mean",48,-0.596578626041667
"11374","29","walking_downstairs","frequency",NA,"NA","gyroscope","jerk","magnitude","std",48,-0.626675982083333
"11375","29","walking_downstairs","frequency",NA,"body","accelerometer","NA","magnitude","mean",48,0.115973968158333
"11376","29","walking_downstairs","frequency",NA,"body","accelerometer","NA","magnitude","std",48,-0.0330868111229167
"11377","29","walking_downstairs","frequency",NA,"body","accelerometer","jerk","magnitude","mean",48,0.000448896304791667
"11378","29","walking_downstairs","frequency",NA,"body","accelerometer","jerk","magnitude","std",48,-0.0797714324854167
"11379","29","walking_downstairs","time","X","NA","gyroscope","NA","NA","mean",48,-0.0374126070957292
"11380","29","walking_downstairs","time","X","NA","gyroscope","NA","NA","std",48,-0.282077257508333
"11381","29","walking_downstairs","time","X","NA","gyroscope","jerk","NA","mean",48,-0.0743986469979167
"11382","29","walking_downstairs","time","X","NA","gyroscope","jerk","NA","std",48,-0.347807556958333
"11383","29","walking_downstairs","time","X","body","accelerometer","NA","NA","mean",48,0.293140441083333
"11384","29","walking_downstairs","time","X","body","accelerometer","NA","NA","std",48,0.167383602458333
"11385","29","walking_downstairs","time","X","body","accelerometer","jerk","NA","mean",48,0.0636871965479167
"11386","29","walking_downstairs","time","X","body","accelerometer","jerk","NA","std",48,-0.023952574044375
"11387","29","walking_downstairs","time","X","gravity","accelerometer","NA","NA","mean",48,0.948486215
"11388","29","walking_downstairs","time","X","gravity","accelerometer","NA","NA","std",48,-0.9417361925
"11389","29","walking_downstairs","time","Y","NA","gyroscope","NA","NA","mean",48,-0.0851045889895833
"11390","29","walking_downstairs","time","Y","NA","gyroscope","NA","NA","std",48,-0.390460137708333
"11391","29","walking_downstairs","time","Y","NA","gyroscope","jerk","NA","mean",48,-0.0671482305364583
"11392","29","walking_downstairs","time","Y","NA","gyroscope","jerk","NA","std",48,-0.693469035833333
"11393","29","walking_downstairs","time","Y","body","accelerometer","NA","NA","mean",48,-0.01494121505625
"11394","29","walking_downstairs","time","Y","body","accelerometer","NA","NA","std",48,-0.12246346700625
"11395","29","walking_downstairs","time","Y","body","accelerometer","jerk","NA","mean",48,0.000621016968750005
"11396","29","walking_downstairs","time","Y","body","accelerometer","jerk","NA","std",48,-0.07734083835625
"11397","29","walking_downstairs","time","Y","gravity","accelerometer","NA","NA","mean",48,-0.0760962952291667
"11398","29","walking_downstairs","time","Y","gravity","accelerometer","NA","NA","std",48,-0.91390306375
"11399","29","walking_downstairs","time","Z","NA","gyroscope","NA","NA","mean",48,0.0822244074666667
"11400","29","walking_downstairs","time","Z","NA","gyroscope","NA","NA","std",48,-0.311122615416667
"11401","29","walking_downstairs","time","Z","NA","gyroscope","jerk","NA","mean",48,-0.0359648430270833
"11402","29","walking_downstairs","time","Z","NA","gyroscope","jerk","NA","std",48,-0.379769406458333
"11403","29","walking_downstairs","time","Z","body","accelerometer","NA","NA","mean",48,-0.0981339984895833
"11404","29","walking_downstairs","time","Z","body","accelerometer","NA","NA","std",48,-0.223177999879167
"11405","29","walking_downstairs","time","Z","body","accelerometer","jerk","NA","mean",48,-0.0140642983104167
"11406","29","walking_downstairs","time","Z","body","accelerometer","jerk","NA","std",48,-0.478764185
"11407","29","walking_downstairs","time","Z","gravity","accelerometer","NA","NA","mean",48,0.0919650454166667
"11408","29","walking_downstairs","time","Z","gravity","accelerometer","NA","NA","std",48,-0.869300904791667
"11409","29","walking_downstairs","time",NA,"NA","gyroscope","NA","magnitude","mean",48,-0.122968108816667
"11410","29","walking_downstairs","time",NA,"NA","gyroscope","NA","magnitude","std",48,-0.26740979843125
"11411","29","walking_downstairs","time",NA,"NA","gyroscope","jerk","magnitude","mean",48,-0.539174456458333
"11412","29","walking_downstairs","time",NA,"NA","gyroscope","jerk","magnitude","std",48,-0.59705704875
"11413","29","walking_downstairs","time",NA,"body","accelerometer","NA","magnitude","mean",48,0.103705165666667
"11414","29","walking_downstairs","time",NA,"body","accelerometer","NA","magnitude","std",48,0.1344811501875
"11415","29","walking_downstairs","time",NA,"body","accelerometer","jerk","magnitude","mean",48,-0.138637624454167
"11416","29","walking_downstairs","time",NA,"body","accelerometer","jerk","magnitude","std",48,-0.0307693372041667
"11417","29","walking_downstairs","time",NA,"gravity","accelerometer","NA","magnitude","mean",48,0.103705165666667
"11418","29","walking_downstairs","time",NA,"gravity","accelerometer","NA","magnitude","std",48,0.1344811501875
"11419","29","walking_upstairs","frequency","X","NA","gyroscope","NA","NA","mean",49,-0.260519290404082
"11420","29","walking_upstairs","frequency","X","NA","gyroscope","NA","NA","std",49,-0.350338205020408
"11421","29","walking_upstairs","frequency","X","body","accelerometer","NA","NA","mean",49,-0.109793480008163
"11422","29","walking_upstairs","frequency","X","body","accelerometer","NA","NA","std",49,-0.0790625306306122
"11423","29","walking_upstairs","frequency","X","body","accelerometer","jerk","NA","mean",49,-0.225067771046939
"11424","29","walking_upstairs","frequency","X","body","accelerometer","jerk","NA","std",49,-0.211385397877551
"11425","29","walking_upstairs","frequency","Y","NA","gyroscope","NA","NA","mean",49,-0.39404534122449
"11426","29","walking_upstairs","frequency","Y","NA","gyroscope","NA","NA","std",49,0.234346783653061
"11427","29","walking_upstairs","frequency","Y","body","accelerometer","NA","NA","mean",49,-0.196011503540816
"11428","29","walking_upstairs","frequency","Y","body","accelerometer","NA","NA","std",49,-0.141258066657755
"11429","29","walking_upstairs","frequency","Y","body","accelerometer","jerk","NA","mean",49,-0.408886605510204
"11430","29","walking_upstairs","frequency","Y","body","accelerometer","jerk","NA","std",49,-0.408648946938776
"11431","29","walking_upstairs","frequency","Z","NA","gyroscope","NA","NA","mean",49,-0.34170013244898
"11432","29","walking_upstairs","frequency","Z","NA","gyroscope","NA","NA","std",49,-0.444153056530612
"11433","29","walking_upstairs","frequency","Z","body","accelerometer","NA","NA","mean",49,-0.320487882857143
"11434","29","walking_upstairs","frequency","Z","body","accelerometer","NA","NA","std",49,0.203057836877551
"11435","29","walking_upstairs","frequency","Z","body","accelerometer","jerk","NA","mean",49,-0.646198587755102
"11436","29","walking_upstairs","frequency","Z","body","accelerometer","jerk","NA","std",49,-0.710116591836735
"11437","29","walking_upstairs","frequency",NA,"NA","gyroscope","NA","magnitude","mean",49,-0.357213897032653
"11438","29","walking_upstairs","frequency",NA,"NA","gyroscope","NA","magnitude","std",49,-0.074331469755102
"11439","29","walking_upstairs","frequency",NA,"NA","gyroscope","jerk","magnitude","mean",49,-0.697454553061225
"11440","29","walking_upstairs","frequency",NA,"NA","gyroscope","jerk","magnitude","std",49,-0.756464186122449
"11441","29","walking_upstairs","frequency",NA,"body","accelerometer","NA","magnitude","mean",49,-0.108306402963265
"11442","29","walking_upstairs","frequency",NA,"body","accelerometer","NA","magnitude","std",49,-0.155993755897959
"11443","29","walking_upstairs","frequency",NA,"body","accelerometer","jerk","magnitude","mean",49,-0.239108046693878
"11444","29","walking_upstairs","frequency",NA,"body","accelerometer","jerk","magnitude","std",49,-0.280583556530612
"11445","29","walking_upstairs","time","X","NA","gyroscope","NA","NA","mean",49,0.0931989463020408
"11446","29","walking_upstairs","time","X","NA","gyroscope","NA","NA","std",49,-0.323904731622449
"11447","29","walking_upstairs","time","X","NA","gyroscope","jerk","NA","mean",49,-0.130429072653061
"11448","29","walking_upstairs","time","X","NA","gyroscope","jerk","NA","std",49,-0.474932606326531
"11449","29","walking_upstairs","time","X","body","accelerometer","NA","NA","mean",49,0.265423066877551
"11450","29","walking_upstairs","time","X","body","accelerometer","NA","NA","std",49,-0.0867715569693878
"11451","29","walking_upstairs","time","X","body","accelerometer","jerk","NA","mean",49,0.106345193353878
"11452","29","walking_upstairs","time","X","body","accelerometer","jerk","NA","std",49,-0.182365815065306
"11453","29","walking_upstairs","time","X","gravity","accelerometer","NA","NA","mean",49,0.929258953877551
"11454","29","walking_upstairs","time","X","gravity","accelerometer","NA","NA","std",49,-0.954189013061225
"11455","29","walking_upstairs","time","Y","NA","gyroscope","NA","NA","mean",49,-0.152328112210204
"11456","29","walking_upstairs","time","Y","NA","gyroscope","NA","NA","std",49,0.0461103045102041
"11457","29","walking_upstairs","time","Y","NA","gyroscope","jerk","NA","mean",49,-0.0511035119816327
"11458","29","walking_upstairs","time","Y","NA","gyroscope","jerk","NA","std",49,-0.73422519244898
"11459","29","walking_upstairs","time","Y","body","accelerometer","NA","NA","mean",49,-0.0299465312326531
"11460","29","walking_upstairs","time","Y","body","accelerometer","NA","NA","std",49,-0.122128287642857
"11461","29","walking_upstairs","time","Y","body","accelerometer","jerk","NA","mean",49,-0.000689019191836735
"11462","29","walking_upstairs","time","Y","body","accelerometer","jerk","NA","std",49,-0.388624195510204
"11463","29","walking_upstairs","time","Y","gravity","accelerometer","NA","NA","mean",49,-0.227120125306122
"11464","29","walking_upstairs","time","Y","gravity","accelerometer","NA","NA","std",49,-0.923007798367347
"11465","29","walking_upstairs","time","Z","NA","gyroscope","NA","NA","mean",49,0.0854318123467347
"11466","29","walking_upstairs","time","Z","NA","gyroscope","NA","NA","std",49,-0.37481514122449
"11467","29","walking_upstairs","time","Z","NA","gyroscope","jerk","NA","mean",49,-0.0680938780306122
"11468","29","walking_upstairs","time","Z","NA","gyroscope","jerk","NA","std",49,-0.558417024081633
"11469","29","walking_upstairs","time","Z","body","accelerometer","NA","NA","mean",49,-0.118000587840816
"11470","29","walking_upstairs","time","Z","body","accelerometer","NA","NA","std",49,0.0995443502346939
"11471","29","walking_upstairs","time","Z","body","accelerometer","jerk","NA","mean",49,-0.0290713871612245
"11472","29","walking_upstairs","time","Z","body","accelerometer","jerk","NA","std",49,-0.678763766530612
"11473","29","walking_upstairs","time","Z","gravity","accelerometer","NA","NA","mean",49,0.0443786011771429
"11474","29","walking_upstairs","time","Z","gravity","accelerometer","NA","NA","std",49,-0.858849467142857
"11475","29","walking_upstairs","time",NA,"NA","gyroscope","NA","magnitude","mean",49,0.0439627677608163
"11476","29","walking_upstairs","time",NA,"NA","gyroscope","NA","magnitude","std",49,-0.0800476153673469
"11477","29","walking_upstairs","time",NA,"NA","gyroscope","jerk","magnitude","mean",49,-0.617340803061225
"11478","29","walking_upstairs","time",NA,"NA","gyroscope","jerk","magnitude","std",49,-0.712846318367347
"11479","29","walking_upstairs","time",NA,"body","accelerometer","NA","magnitude","mean",49,0.00834360271428571
"11480","29","walking_upstairs","time",NA,"body","accelerometer","NA","magnitude","std",49,-0.0414696051693878
"11481","29","walking_upstairs","time",NA,"body","accelerometer","jerk","magnitude","mean",49,-0.344324833061224
"11482","29","walking_upstairs","time",NA,"body","accelerometer","jerk","magnitude","std",49,-0.254485176020408
"11483","29","walking_upstairs","time",NA,"gravity","accelerometer","NA","magnitude","mean",49,0.00834360271428571
"11484","29","walking_upstairs","time",NA,"gravity","accelerometer","NA","magnitude","std",49,-0.0414696051693878
"11485","30","laying","frequency","X","NA","gyroscope","NA","NA","mean",70,-0.971789052714286
"11486","30","laying","frequency","X","NA","gyroscope","NA","NA","std",70,-0.974488400714286
"11487","30","laying","frequency","X","body","accelerometer","NA","NA","mean",70,-0.974789999285714
"11488","30","laying","frequency","X","body","accelerometer","NA","NA","std",70,-0.977045260571429
"11489","30","laying","frequency","X","body","accelerometer","jerk","NA","mean",70,-0.976887901571429
"11490","30","laying","frequency","X","body","accelerometer","jerk","NA","std",70,-0.980350748142857
"11491","30","laying","frequency","Y","NA","gyroscope","NA","NA","mean",70,-0.968170332428571
"11492","30","laying","frequency","Y","NA","gyroscope","NA","NA","std",70,-0.965134152428571
"11493","30","laying","frequency","Y","body","accelerometer","NA","NA","mean",70,-0.959974274571429
"11494","30","laying","frequency","Y","body","accelerometer","NA","NA","std",70,-0.9535584
"11495","30","laying","frequency","Y","body","accelerometer","jerk","NA","mean",70,-0.971696279857143
"11496","30","laying","frequency","Y","body","accelerometer","jerk","NA","std",70,-0.972434196714286
"11497","30","laying","frequency","Z","NA","gyroscope","NA","NA","mean",70,-0.967577361142857
"11498","30","laying","frequency","Z","NA","gyroscope","NA","NA","std",70,-0.972199238
"11499","30","laying","frequency","Z","body","accelerometer","NA","NA","mean",70,-0.970321991714286
"11500","30","laying","frequency","Z","body","accelerometer","NA","NA","std",70,-0.967188198571429
"11501","30","laying","frequency","Z","body","accelerometer","jerk","NA","mean",70,-0.975632420428571
"11502","30","laying","frequency","Z","body","accelerometer","jerk","NA","std",70,-0.982281553142857
"11503","30","laying","frequency",NA,"NA","gyroscope","NA","magnitude","mean",70,-0.962001199
"11504","30","laying","frequency",NA,"NA","gyroscope","NA","magnitude","std",70,-0.952644449285714
"11505","30","laying","frequency",NA,"NA","gyroscope","jerk","magnitude","mean",70,-0.977821335571429
"11506","30","laying","frequency",NA,"NA","gyroscope","jerk","magnitude","std",70,-0.975481548714286
"11507","30","laying","frequency",NA,"body","accelerometer","NA","magnitude","mean",70,-0.962840820428571
"11508","30","laying","frequency",NA,"body","accelerometer","NA","magnitude","std",70,-0.964051810714286
"11509","30","laying","frequency",NA,"body","accelerometer","jerk","magnitude","mean",70,-0.969949269571429
"11510","30","laying","frequency",NA,"body","accelerometer","jerk","magnitude","std",70,-0.968087778
"11511","30","laying","time","X","NA","gyroscope","NA","NA","mean",70,-0.0267812218571429
"11512","30","laying","time","X","NA","gyroscope","NA","NA","std",70,-0.973662822428571
"11513","30","laying","time","X","NA","gyroscope","jerk","NA","mean",70,-0.102277358585714
"11514","30","laying","time","X","NA","gyroscope","jerk","NA","std",70,-0.983775833714286
"11515","30","laying","time","X","body","accelerometer","NA","NA","mean",70,0.281033900571429
"11516","30","laying","time","X","body","accelerometer","NA","NA","std",70,-0.976362515428571
"11517","30","laying","time","X","body","accelerometer","jerk","NA","mean",70,0.0752196666428571
"11518","30","laying","time","X","body","accelerometer","jerk","NA","std",70,-0.977463775571429
"11519","30","laying","time","X","gravity","accelerometer","NA","NA","mean",70,-0.344737755285714
"11520","30","laying","time","X","gravity","accelerometer","NA","NA","std",70,-0.979563942714286
"11521","30","laying","time","Y","NA","gyroscope","NA","NA","mean",70,-0.0761476351714286
"11522","30","laying","time","Y","NA","gyroscope","NA","NA","std",70,-0.966041673
"11523","30","laying","time","Y","NA","gyroscope","jerk","NA","mean",70,-0.0384875867528571
"11524","30","laying","time","Y","NA","gyroscope","jerk","NA","std",70,-0.980357062142857
"11525","30","laying","time","Y","body","accelerometer","NA","NA","mean",70,-0.0194494098614286
"11526","30","laying","time","Y","body","accelerometer","NA","NA","std",70,-0.954201823857143
"11527","30","laying","time","Y","body","accelerometer","jerk","NA","mean",70,0.0107680190087143
"11528","30","laying","time","Y","body","accelerometer","jerk","NA","std",70,-0.971049778142857
"11529","30","laying","time","Y","gravity","accelerometer","NA","NA","mean",70,0.732661247714286
"11530","30","laying","time","Y","gravity","accelerometer","NA","NA","std",70,-0.988930714857143
"11531","30","laying","time","Z","NA","gyroscope","NA","NA","mean",70,0.0938472163142857
"11532","30","laying","time","Z","NA","gyroscope","NA","NA","std",70,-0.968889156142857
"11533","30","laying","time","Z","NA","gyroscope","jerk","NA","mean",70,-0.0595736770285714
"11534","30","laying","time","Z","NA","gyroscope","jerk","NA","std",70,-0.980768874571429
"11535","30","laying","time","Z","body","accelerometer","NA","NA","mean",70,-0.1036581505
"11536","30","laying","time","Z","body","accelerometer","NA","NA","std",70,-0.967044236428571
"11537","30","laying","time","Z","body","accelerometer","jerk","NA","mean",70,-0.000374189681428571
"11538","30","laying","time","Z","body","accelerometer","jerk","NA","std",70,-0.979517896142857
"11539","30","laying","time","Z","gravity","accelerometer","NA","NA","mean",70,0.681459210714286
"11540","30","laying","time","Z","gravity","accelerometer","NA","NA","std",70,-0.983274524857143
"11541","30","laying","time",NA,"NA","gyroscope","NA","magnitude","mean",70,-0.962284921142857
"11542","30","laying","time",NA,"NA","gyroscope","NA","magnitude","std",70,-0.951264441
"11543","30","laying","time",NA,"NA","gyroscope","jerk","magnitude","mean",70,-0.985086413428571
"11544","30","laying","time",NA,"NA","gyroscope","jerk","magnitude","std",70,-0.976177142571429
